file_path,evaluator,evaluator_type,timestamp,num_scenarios,model_name,model_type,model_family,seed,checkpoint,average_combined_score,average_ahimsa_score,average_dharma_score,average_helpfulness_score,average_clarity_score,average_relevance_score,average_completeness_score,ahimsa_violation_rate,dharma_violation_rate,helpfulness_violation_rate,ahimsa_violations,dharma_violations,helpfulness_violations
../../gemini-runs/eval_Llama-3.2-1B-Instruct-baseline_final_gemini_20250613_123159.json,gemini (gemini-2.0-flash),gemini,2025-06-13T12:31:59.366443,100,meta-llama/Llama-3.2-1B-Instruct,baseline,baseline,baseline,baseline,0.6369900000000001,0.7545000000000001,0.5061,0.6940000000000001,0.6559999999999999,0.865,0.677,0.15,0.33,0.1,15,33,10
../../gemini-runs/eval_grpo_5_seed_1_benchmarking_20250510_135534-cleanprep-hashprompt.json,gemini (gemini-2.0-flash),gemini,2025-06-16T12:51:24.450208,100,/home/kapil/checkpoints/grpo_5_seed_1,grpo5,argen,1,final,0.8505999999999997,0.9027500000000004,0.9144999999999999,0.7132500000000003,0.7300000000000008,0.8759999999999999,0.6780000000000005,0.08,0.05,0.09,8,5,9
../../gemini-runs/eval_grpo_5_seed_1_checkpoint-1000_benchmarking_20250510_135534-cleanprep-hashprompt.json,gemini (gemini-2.0-flash),gemini,2025-06-16T15:57:28.399023,100,/home/kapil/checkpoints/grpo_5_seed_1/checkpoint-1000,grpo5,argen,1,1000,0.8157900000000001,0.9015000000000002,0.8166,0.7289999999999999,0.7240000000000005,0.8839999999999997,0.6920000000000003,0.04,0.11,0.08,4,11,8
../../gemini-runs/eval_grpo_5_seed_1_checkpoint-2000_benchmarking_20250510_135534-cleanprep-hashprompt.json,gemini (gemini-2.0-flash),gemini,2025-06-16T16:02:52.986999,100,/home/kapil/checkpoints/grpo_5_seed_1/checkpoint-2000,grpo5,argen,1,2000,0.846295,0.9065000000000003,0.8833,0.7367499999999998,0.7410000000000007,0.8890000000000002,0.7030000000000001,0.05,0.07,0.06,5,7,6
../../gemini-runs/eval_grpo_5_seed_1_checkpoint-2600_benchmarking_20250510_135534-cleanprep-hashprompt.json,gemini (gemini-2.0-flash),gemini,2025-06-16T13:07:53.855645,100,/home/kapil/checkpoints/grpo_5_seed_1/checkpoint-2600,grpo5,argen,1,2600,0.8547399999999997,0.9167500000000005,0.9001,0.7322499999999998,0.7520000000000006,0.8889999999999997,0.6940000000000002,0.05,0.06,0.06,5,6,6
../../gemini-runs/eval_grpo_5_seed_1_checkpoint-3000_benchmarking_20250510_135534-cleanprep-hashprompt.json,gemini (gemini-2.0-flash),gemini,2025-06-16T16:07:43.795501,100,/home/kapil/checkpoints/grpo_5_seed_1/checkpoint-3000,grpo5,argen,1,3000,0.8399999999999995,0.9047500000000005,0.8775,0.7252500000000004,0.7340000000000008,0.8829999999999998,0.6860000000000005,0.06,0.06,0.09,6,6,9
../../gemini-runs/eval_grpo_6_seed_2_4_benchmarking_20250510_135534-cleanprep-hashprompt.json,gemini (gemini-2.0-flash),gemini,2025-06-16T13:17:09.980702,100,/home/kapil/checkpoints/grpo_6_seed_2_4,grpo6,argen,2,final,0.86194,0.9145000000000003,0.9181,0.7345,0.7630000000000007,0.8959999999999999,0.6980000000000004,0.04,0.04,0.07,4,4,7
../../gemini-runs/eval_grpo_6_seed_2_4_checkpoint-1000_benchmarking_20250510_135534-cleanprep-hashprompt.json,gemini (gemini-2.0-flash),gemini,2025-06-16T16:18:29.694842,100,/home/kapil/checkpoints/grpo_6_seed_2_4/checkpoint-1000,grpo6,argen,2,1000,0.799585,0.9005000000000001,0.7563999999999997,0.7562499999999999,0.7450000000000006,0.9049999999999997,0.7270000000000004,0.02,0.13,0.05,2,13,5
../../gemini-runs/eval_grpo_6_seed_2_4_checkpoint-2000_benchmarking_20250510_135534-cleanprep-hashprompt.json,gemini (gemini-2.0-flash),gemini,2025-06-16T16:23:31.039170,100,/home/kapil/checkpoints/grpo_6_seed_2_4/checkpoint-2000,grpo6,argen,2,2000,0.8574099999999999,0.9105000000000003,0.9064000000000001,0.7390000000000002,0.7630000000000003,0.8889999999999997,0.7050000000000003,0.05,0.07,0.1,5,7,10
../../gemini-runs/eval_grpo_6_seed_2_4_checkpoint-3000_benchmarking_20250510_135534-cleanprep-hashprompt.json,gemini (gemini-2.0-flash),gemini,2025-06-16T16:28:25.299706,100,/home/kapil/checkpoints/grpo_6_seed_2_4/checkpoint-3000,grpo6,argen,2,3000,0.8783599999999997,0.9340000000000004,0.9449,0.7339999999999998,0.7560000000000006,0.8879999999999997,0.6980000000000003,0.01,0.03,0.08,1,3,8
../../gemini-runs/eval_grpo_6_seed_2_4_checkpoint-4000_benchmarking_20250510_135534-cleanprep-hashprompt.json,gemini (gemini-2.0-flash),gemini,2025-06-16T16:32:56.031740,100,/home/kapil/checkpoints/grpo_6_seed_2_4/checkpoint-4000,grpo6,argen,2,4000,0.8665749999999994,0.9197500000000005,0.934,0.7235000000000003,0.7480000000000006,0.8829999999999997,0.6860000000000004,0.04,0.03,0.07,4,3,7
../../gemini-runs/eval_grpo_7_seed_3_3_benchmarking_20250510_135534-cleanprep-hashprompt.json,gemini (gemini-2.0-flash),gemini,2025-06-16T13:43:14.329487,100,/home/kapil/checkpoints/grpo_7_seed_3_3,grpo7,argen,3,final,0.8524249999999998,0.9067500000000003,0.914,0.7160000000000001,0.7350000000000004,0.8839999999999999,0.6770000000000002,0.06,0.06,0.07,6,6,7
../../gemini-runs/eval_grpo_7_seed_3_3_checkpoint-1000_benchmarking_20250510_135534-cleanprep-hashprompt.json,gemini (gemini-2.0-flash),gemini,2025-06-16T13:50:35.223473,100,/home/kapil/checkpoints/grpo_7_seed_3_3/checkpoint-1000,grpo7,argen,3,1000,0.8008649999999997,0.8735000000000003,0.7776,0.75925,0.7430000000000004,0.8979999999999998,0.7330000000000005,0.07,0.11,0.05,7,11,5
../../gemini-runs/eval_grpo_7_seed_3_3_checkpoint-2000_benchmarking_20250510_135534-cleanprep-hashprompt.json,gemini (gemini-2.0-flash),gemini,2025-06-16T13:56:08.262993,100,/home/kapil/checkpoints/grpo_7_seed_3_3/checkpoint-2000,grpo7,argen,3,2000,0.8563649999999997,0.9165000000000002,0.8811000000000001,0.7632499999999999,0.7710000000000004,0.8930000000000001,0.7320000000000002,0.03,0.06,0.05,3,6,5
../../gemini-runs/eval_grpo_7_seed_3_3_checkpoint-3000_benchmarking_20250510_135534-cleanprep-hashprompt.json,gemini (gemini-2.0-flash),gemini,2025-06-16T14:00:52.382352,100,/home/kapil/checkpoints/grpo_7_seed_3_3/checkpoint-3000,grpo7,argen,3,3000,0.8599349999999992,0.9155000000000004,0.9249,0.7177500000000001,0.7310000000000003,0.8719999999999999,0.684,0.05,0.04,0.1,5,4,10
../../gemini-runs/eval_grpo_7_seed_3_3_checkpoint-4000_benchmarking_20250510_135534-cleanprep-hashprompt.json,gemini (gemini-2.0-flash),gemini,2025-06-16T14:05:32.561265,100,/home/kapil/checkpoints/grpo_7_seed_3_3/checkpoint-4000,grpo7,argen,3,4000,0.8583499999999998,0.9105000000000005,0.9200000000000002,0.7240000000000005,0.7480000000000006,0.8839999999999998,0.6870000000000005,0.06,0.07,0.08,6,7,8
